AMJ_2015_2025_meta
input,final_url,title,authors,doi,source,date,keywords,abstract,note
https://doi.org/10.5465/amj.2017.0064,https://journals.aom.org/doi/10.5465/amj.2017.0064,The Coercive Isomorphism Ripple Effect: An Investigation of Nonprofit Interlocks on Corporate Boards,Ryan Krause; Zhiyan Wu; Garry D. Bruton; Suzanne M. Carter,10.5465/amj.2017.0064,https://doi.org/10.5465/amj.2017.0064,2019-02-13,Board of directors; Institutional Theory; Interorganizational Linkages,"Institutional theorists have long recognized that board interlocks serve as conduits of information, which can facilitate mimetic isomorphism under conditions of uncertainty. In contrast, the potential for coercive isomorphism—which is a response to direct coercion rather than uncertainty—to spread through board interlocks remains unknown. Drawing on the forced compliance literature from social psychology, we propose that coercive isomorphism exhibits a ripple effect, whereby conforming to coercive pressures leads directors to internalize their acquiescence and apply it to the other boards on which they sit. We test this relationship in the context of nonprofit interlocks on the boards of 209 publicly traded U.S. firms between 2010 and 2014, predicting that coercive pressure to minimize overhead in the nonprofit sphere—a phenomenon known as the nonprofit starvation cycle—spreads to corporate boards through nonprofit interlocks, leading the corporate boards to reduce firm investment in intangible assets. We find that this relationship manifests across our sample, but is strongest via interlocks held by powerful directors and in industries characterized by high investment in intangible assets. Finally, we also find that the coercive isomorphism ripple effect ultimately decreases firm value.",ok
https://doi.org/10.5465/amj.2020.1226,https://journals.aom.org/doi/abs/10.5465/amj.2020.1226?journalCode=amj,Linguistic Inclusiveness in Organizations: A Russophone Bank in Post-Soviet Kazakhstan,EunJoo Koo; Anna Kim,10.5465/amj.2020.1226,https://doi.org/10.5465/amj.2020.1226,2024-04-11,,"Organizations increasingly operate in diverse languages to serve external stakeholders, yet often adopt monolingual practices for internal work processes. As language is both a skill and a source of identity, low-status language speakers may experience identity-based exclusion in such organizations, regardless of their common corporate language skills. We thus explore how linguistic inclusiveness can emerge among tensions between the demands for multilingual services and the need for a lingua franca in organizations. Grounded in a qualitative study of a Russophone bank in Kazakhstan, we theorize how actors with different linguistic and sociocultural backgrounds engage in sociolinguistic work—that is, everyday actions that shape practices surrounding the use of a particular tongue within an organization—in the context of changing linguistic dynamics in society. Through sociolinguistic work, members of marginalized, in-between, and dominant groups respond to societal changes and influence others’ perceptions of languages and behaviors, ultimately reshaping internal linguistic dynamics over time. By conceptualizing language as an important dimension of diversity, theorizing the emergence of linguistic inclusiveness through sociolinguistic work, and highlighting the critical role of an in-between group in this process, we advance research at the intersection of languages and inclusiveness in organizations.",ok
https://doi.org/10.5465/amj.2021.1022,https://journals.aom.org/doi/abs/10.5465/amj.2021.1022?journalCode=amj,Rekindling the Fire and Stoking the Flames: How and When Workplace Interpersonal Capitalization Facilitates Pride and Knowledge Sharing at Work,Trevor Watkins; Catherine E. Kleshinski; Natalie H. Longmire; Wei He,10.5465/amj.2021.1022,https://doi.org/10.5465/amj.2021.1022,2023-06-20,,"Sharing positive events with others is a phenomenon referred to as “capitalization.” Extant theory on capitalization considers the process of disclosing positive events as socioemotional in nature. However, individuals capitalize in the context of workplace relationships that serve instrumental functions, pointing to the possibility that the process of capitalization may at times be instrumental as well. In this paper, we integrate theory on capitalization with the social-functionalist model of emotions to develop a model that explains how workplace interpersonal capitalization serves the instrumental function of spurring knowledge sharing. We identify pride as a linking mechanism between workplace interpersonal capitalization and knowledge sharing, and we argue that experiencing pride is contingent on employees disclosing positive events that they attribute to their own efforts. We also identify perceived coworker responsiveness as a boundary condition qualifying the association between pride and knowledge sharing. A source- and time-separated field study and an experience sampling field experiment with a daily intervention provide support for our hypothesized model. Overall, our work broadens the concept of capitalization and contributes to the social-functionalist model of emotions.",ok
https://doi.org/10.5465/amj.2019.1187,https://journals.aom.org/doi/abs/10.5465/amj.2019.1187?journalCode=amj,The Social Aftershocks of Voice: An Investigation of Employees’ Affective and Interpersonal Reactions after Speaking Up,David T. Welsh; Ryan Outlaw; Daniel W. Newton; Michael D. Baer,10.5465/amj.2019.1187,https://doi.org/10.5465/amj.2019.1187,2022-12-15,,"We draw on cognitive-motivational-relational theory to build a theoretical model that outlines how speaking up affects voicers’ emotions and subsequent social behavior. Across three studies—an experimental pilot study, a daily within-person study of employee–coworker dyads, and a preregistered experiment—we test our proposal that promotive voice elicits pride due to a sense of social accomplishment, whereas prohibitive voice elicits anxiety due to a sense of social uncertainty. We demonstrate that these feelings of pride and anxiety have diverging effects on voicers’ tendency to withdraw from social interaction during the rest of the day. In turn, these diverging effects on voicers’ interpersonal avoidance influence voicers’ daily interpersonal citizenship behaviors. We further propose that recipients of voice have the potential to “hijack” voicers’ affective appraisals in a manner that can amplify or attenuate their emotional reactions and subsequent social behavior. Our results disentangle the complex experience of speaking up and provide novel insights into how voicers and organizations can maximize the benefits of voice while minimizing its harmful social side effects.",ok
https://doi.org/10.5465/amj.2014.0512,https://journals.aom.org/doi/10.5465/amj.2014.0512,Shady Characters: The Implications of Illicit Organizational Roles for Resilient Team Performance,H. Colleen Stuart; Celia Moore,10.5465/amj.2014.0512,https://doi.org/10.5465/amj.2014.0512,2016-09-06,illicit behavior; roles; role theory; team familiarity; team performance,"In this paper we theorize about illicit roles and explore their effects on resilient team performance. We define an illicit role as one whose occupants specialize in activity forbidden by the law, regulatory bodies, or professional societies, in the belief that doing so provides a competitive advantage. Using longitudinal data on professional hockey teams, we examine the enforcer—a player who specializes in the prohibited activity of fighting. We find that team performance is more disrupted by the injury of an enforcer than by the injury of occupants of other formal roles on the team. In addition, team performance recovers more slowly after this setback to the extent the team tries to replace an enforcer, and the performance disruptions associated with his exit are magnified as a function of his experience with his team. We use these findings to develop new theory about organizational roles that operate outside official channels and formal structures. We suggest that such role occupants are more difficult to replace than their formal counterparts, in part because to enact these roles effectively requires experience in the local social context.",ok
https://doi.org/10.5465/amj.2021.0103,https://journals.aom.org/doi/abs/10.5465/amj.2021.0103?journalCode=amj,Firm–Stakeholder Dialogue and the Media: The Evolution of Stakeholder Evaluations in Different Informational Environments,Sinziana Dorobantu; Witold J. Henisz; Lite J. Nartey,10.5465/amj.2021.0103,https://doi.org/10.5465/amj.2021.0103,2024-02-21,,"We propose that the informational environment in which firm–stakeholder interactions are embedded shapes the effect of firm–stakeholder dialogue on a stakeholder’s evaluation of a firm. How much stakeholders know about a firm (information availability), what stakeholders know about a firm (information content), and how much they trust the media that informs them (information reliability) vary across countries, firms, and time. We theorize and assess how these three dimensions of the informational environment shape the effects of firm–stakeholder dialogue on the evolution of a stakeholder’s evaluation of a firm. We illustrate our arguments with insights from field interviews conducted to understand stakeholders’ evaluations of the Rosia Montana gold mine in Romania, and we analyze them using original, manually coded stakeholder-level data that capture 2,454 stakeholders’ evaluations of 26 gold-mining operations around the world.",ok
https://doi.org/10.5465/amj.2021.0273,https://journals.aom.org/doi/abs/10.5465/amj.2021.0273?journalCode=amj,The Benefits and Burdens of Work Moralization on Creativity,Timothy G. Kundro,10.5465/amj.2021.0273,https://doi.org/10.5465/amj.2021.0273,2023-08-15,,"Although morality has long been considered an important and integral element of organizational life for employees, research has suggested that moral considerations reduce creativity. However, evidence has hinted that morality may not always be a burden and instead could spark creativity. I develop a model that investigates how work moralization—or the degree to which individuals integrate moral considerations into their work tasks—influences employee creativity. Drawing on regulatory focus theory, I argue that work moralization can lead to prevention-focused cognitions (i.e., moral rumination), which impair and redirect the cognitive resources needed for creativity. However, I also posit that work moralization can lead to promotion-focused cognitions (i.e., cognitive flexibility), leading employees to adopt cognitive approaches that increase creativity. Moreover, integrating research on value congruence, I suggest that work moralizers are the least likely to ruminate—and the most likely to become cognitively flexible—when they perceive that their values are aligned with those of their organization, which ultimately fosters higher levels of creativity. I test my theoretical model with two field studies and a preregistered experiment. This research challenges the consensus that moral considerations generally have a negative impact on creativity, and contributes to research on organizational ethics and creativity.",ok
https://doi.org/10.5465/amj.2024.4002,https://journals.aom.org/doi/full/10.5465/amj.2024.4002,Mobilizing New Sources of Data: Opportunities and Recommendations,Denis A. Grégoire; Anne L. J. Ter Wal; Laura M. Little; Sekou Bermiss; Reddi Kotha; Marc Gruber,10.5465/amj.2024.4002,https://doi.org/10.5465/amj.2024.4002,2024-04-18,,,From the Editors
https://doi.org/10.5465/amj.2020.0581,https://journals.aom.org/doi/abs/10.5465/amj.2020.0581?journalCode=amj,"May I Please Go the Extra Mile? Citizenship Communication Strategies and Their Effect on Individual Initiative OCB, Work–Family Conflict, and Partner Satisfaction",Mark C. Bolino; Marisa L. Flores; Thomas K. Kelemen; Ryan S. Bisel,10.5465/amj.2020.0581,https://doi.org/10.5465/amj.2020.0581,2023-06-20,,"Organizational citizenship behavior (OCB) contributes to organizational effectiveness, but it can also create a burden for employees and their partners. In three studies, we examine how employees communicate with their partner about engaging in OCB and how this affects employees’ OCB, their work–family conflict, and their partner’s satisfaction. In Study 1, we use qualitative data to identify five ways employees communicate with their partner in order to engage in individual initiative OCB (e.g., staying late at work, volunteering for special assignments). In Study 2, using dual-concern theory, we hypothesize that self-concerned citizenship communication strategies will not only increase OCB, but also increase work–family conflict, and we predict that other-concerned communication strategies will reduce work–family conflict and increase partner satisfaction. Using survey data from employees and their partners, these hypotheses were partially supported. Finally, in Study 3, we use experimental vignette methodology to provide causal evidence that citizenship communication strategies influence partner satisfaction. Together, these studies increase our understanding of how employees communicate with their partner about OCB, indicate that there is no single communication strategy that has positive implications for both OCB and home life, and suggest that employees and their partners tend to think of OCB as involuntary for achieving family goals.",ok
https://doi.org/10.5465/amj.2022.0776,https://journals.aom.org/doi/abs/10.5465/amj.2022.0776?journalCode=amj,Fairness Judgments in the Context of Structural Sexism: The Role of Beliefs in Individual and Structural Causes of Success,Alyssa Tedder-King; Elad N. Sherf,10.5465/amj.2022.0776,https://doi.org/10.5465/amj.2022.0776,2024-01-24,equity; fairness; meritocratic beliefs; structural sexism,"Due to structural sexism, women frequently encounter barriers that result in lower rankings on performance indicators such as productivity data and appraisals by others. The fairness literature offers unclear predictions about the extent to which observers would judge allocations that fail (vs. attempt) to account for such structural barriers as fair. We suggest that past conceptual discussions and empirical designs did not factor in the causal ambiguity embedded in information about structural barriers and the variance in how individuals interpret such information. Hence, we propose that beliefs in the causes of success, anchored in the endorsement of meritocratic ideals, shape fairness judgments by determining the weight given to performance indicators and structural barriers. Such effects emerge in the presence of information about structural barriers in the context of the decision, a feature that is absent from past studies. We discuss our theory and findings in the context of calls for bridging organizational fairness and social justice research and for a nuanced understanding of people’s responses to violations of the meritocratic ideal within organizations.",ok
https://doi.org/10.5465/amj.2015.0969,https://journals.aom.org/doi/10.5465/amj.2015.0969,Not in the Same Boat: How Status Inconsistency Affects Research Performance in Business Schools,Michael Jensen; Pengfei Wang,10.5465/amj.2015.0969,https://doi.org/10.5465/amj.2015.0969,2018-06-22,business schools; research performance; status; status inconsistency,"This study examines the consequences of status inconsistency for the performance of multi-unit organizations. Status inconsistency refers to the extent to which social actors occupy status positions accorded different amounts of social esteem and prestige in different social systems. Status inconsistency affects the performance of multi-unit organizations by weakening the well-established positive effects of status on performance because it creates status ambiguity that makes external evaluations of the organization and its individual units more difficult. Distinguishing between high-status and low-status multi-unit organizations, we argue further that status inconsistency is particularly problematic for high-status multi-unit organizations, whereas low-status multi-unit organizations may actually benefit from status inconsistency. We test our arguments using a longitudinal sample comprised of 109 international business schools and their finance, accounting, marketing, management, and operations departments from 2002 to 2013. Our study concludes with a discussion of the contributions our research makes to status theory and research, and the managerial relevance of our findings.",ok
https://doi.org/10.5465/amj.2015.1061,https://journals.aom.org/doi/10.5465/amj.2015.1061,"Heavy Is the Head that Wears the Crown: An Actor-centric Approach to Daily Psychological Power, Abusive Leader Behavior, and Perceived Incivility",Trevor A. Foulk; Klodiana Lanaj; Min-Hsuan Tu; Amir Erez; Lindy Archambeau,10.5465/amj.2015.1061,https://doi.org/10.5465/amj.2015.1061,2018-04-20,abusive leadership; daily leadership; experimental experience sampling; incivility; power; well-being,"Recognizing that powerholders operate in dynamic relational and interdependent work contexts, we posit that the effects of psychological power on powerholders are more complex than currently depicted in the literature. Although psychological power prompts behaviors and perceptions that harm the powerless, these reactions are not without consequence for the actor. We integrate the social distance theory of power with consent-based theories of power to posit that, although psychological power elicits negative behaviors and perceptions, these same reactions hurt leaders’ subsequent well-being. To explore this possibility, we conducted an experimental experience sampling study with a sample of managerial employees whom we surveyed for 10 consecutive workdays. We find that leaders enact more abusive behavior and perceive more incivility from others on days when they are exposed to psychological power compared to days when they are not. Leaders higher in agreeableness are less affected by psychological power. In turn, abusive behavior and perceived incivility harm leaders’ subsequent well-being as indicated by their reduced need fulfillment and ability to relax at home. We discuss theoretical implications for research on psychological power, abusive leadership, perceived incivility, and leader well-being, as well as practical implications for employees and their organizations.",ok
https://doi.org/10.5465/amj.2022.0605,https://journals.aom.org/doi/abs/10.5465/amj.2022.0605?journalCode=amj,Custodianship across Generations: Preserving the Practice of Vinyl Record Manufacturing,Rene Wiedner; M. Tina Dacin; Santi Furnari,10.5465/amj.2022.0605,https://doi.org/10.5465/amj.2022.0605,2024-04-01,custodianship; declining industry; practice theory; preservation; vinyl records,"Drawing on a global, longitudinal case study of the vinyl record manufacturing practice following a global decline in sales, we examine the work undertaken to preserve it over time. Our process model of practice preservation highlights that a declining practice may persist across generations if it is made more accessible and resilient by reducing its dependence on specific types of meanings, materials, and competences that risk being lost. Our analysis suggests that these outcomes depend on the work of two types of custodians—legacy professionals and new enthusiasts—in terms of “diversifying” the practice to accommodate multiple configurations of meanings, materials, and competences, thus constituting new practice variants, as well as supporting the continued enactment of variants over time by engaging in processes we label “propping up,” “recovering,” “replenishing,” and “releasing.” In addition to developing a rich understanding of preservation, our findings contribute to a nuanced perspective on practice evolution by conceptualizing a practice as comprising multiple, potentially fluid variants. Moreover, by highlighting inclusive custodianship processes, which differ from gatekeeping and guarding so far emphasized, and by unpacking the role of materials to complement the traditional emphasis on symbolic elements, our findings enrich the nascent custodianship literature.",ok
